scope,package,version,license
"frontend","@jest/fake-timers/node_modules/@jest/types","27.5.1","MIT"
"frontend","@jest/fake-timers/node_modules/@types/yargs","16.0.9","MIT"
"frontend","@jest/fake-timers/node_modules/ci-info","3.9.0","MIT"
"frontend","@jest/fake-timers/node_modules/jest-message-util","27.5.1","MIT"
"frontend","@jest/fake-timers/node_modules/jest-mock","27.5.1","MIT"
"frontend","@jest/fake-timers/node_modules/jest-util","27.5.1","MIT"
"frontend","@jest/fake-timers/node_modules/picomatch","2.3.1","MIT"
"frontend","@jest/get-type","30.0.1","MIT"
"frontend","@jest/globals","27.5.1","MIT"
"frontend","@jest/globals/node_modules/@jest/types","27.5.1","MIT"
"frontend","@jest/globals/node_modules/@types/yargs","16.0.9","MIT"
"frontend","@jest/globals/node_modules/expect","27.5.1","MIT"
"frontend","@jest/globals/node_modules/jest-diff","27.5.1","MIT"
"frontend","@jest/globals/node_modules/jest-matcher-utils","27.5.1","MIT"
"frontend","@jest/globals/node_modules/jest-message-util","27.5.1","MIT"
"frontend","@jest/pattern","30.0.1","MIT"
"frontend","@jest/reporters","27.5.1","MIT"
"frontend","@jest/reporters/node_modules/@jest/types","27.5.1","MIT"
"frontend","@jest/reporters/node_modules/@types/yargs","16.0.9","MIT"
"frontend","@jest/reporters/node_modules/ci-info","3.9.0","MIT"
"frontend","@jest/reporters/node_modules/jest-util","27.5.1","MIT"
"frontend","@jest/reporters/node_modules/picomatch","2.3.1","MIT"
"frontend","@jest/reporters/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","@jest/schemas","30.0.1","MIT"
"frontend","@jest/source-map","27.5.1","MIT"
"frontend","@jest/source-map/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","@jest/test-result","27.5.1","MIT"
"frontend","@jest/test-result/node_modules/@jest/types","27.5.1","MIT"
"frontend","@jest/test-result/node_modules/@types/yargs","16.0.9","MIT"
"frontend","@jest/test-sequencer","27.5.1","MIT"
"frontend","@jest/transform","27.5.1","MIT"
"frontend","@jest/transform/node_modules/@jest/types","27.5.1","MIT"
"frontend","@jest/transform/node_modules/@types/yargs","16.0.9","MIT"
"frontend","@jest/transform/node_modules/ci-info","3.9.0","MIT"
"frontend","@jest/transform/node_modules/convert-source-map","1.9.0","MIT"
"frontend","@jest/transform/node_modules/jest-regex-util","27.5.1","MIT"
"frontend","@jest/transform/node_modules/jest-util","27.5.1","MIT"
"frontend","@jest/transform/node_modules/picomatch","2.3.1","MIT"
"frontend","@jest/transform/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","@jest/types","30.0.1","MIT"
"frontend","@jridgewell/gen-mapping","0.3.12","MIT"
"frontend","@jridgewell/resolve-uri","3.1.2","MIT"
"frontend","@jridgewell/source-map","0.3.10","MIT"
"frontend","@jridgewell/sourcemap-codec","1.5.4","MIT"
"frontend","@jridgewell/trace-mapping","0.3.29","MIT"
"frontend","@leichtgewicht/ip-codec","2.0.5","MIT"
"frontend","@nicolo-ribaudo/eslint-scope-5-internals","5.1.1-v1","MIT"
"frontend","@nicolo-ribaudo/eslint-scope-5-internals/node_modules/eslint-scope","5.1.1","BSD-2-Clause"
"frontend","@nicolo-ribaudo/eslint-scope-5-internals/node_modules/estraverse","4.3.0","BSD-2-Clause"
"frontend","@nodelib/fs.scandir","2.1.5","MIT"
"frontend","@nodelib/fs.stat","2.0.5","MIT"
"frontend","@nodelib/fs.walk","1.2.8","MIT"
"frontend","@pkgjs/parseargs","0.11.0","MIT"
"frontend","@pmmmwh/react-refresh-webpack-plugin","0.5.17","MIT"
"frontend","@remix-run/router","1.23.0","MIT"
"frontend","@rollup/plugin-babel","5.3.1","MIT"
"frontend","@rollup/plugin-node-resolve","11.2.1","MIT"
"frontend","@rollup/plugin-replace","2.4.2","MIT"
"frontend","@rollup/pluginutils","3.1.0","MIT"
"frontend","@rollup/pluginutils/node_modules/@types/estree","0.0.39","MIT"
"frontend","@rollup/pluginutils/node_modules/picomatch","2.3.1","MIT"
"frontend","@rtsao/scc","1.1.0","MIT"
"frontend","@rushstack/eslint-patch","1.12.0","MIT"
"frontend","@sinclair/typebox","0.34.37","MIT"
"frontend","@sinonjs/commons","1.8.6","BSD-3-Clause"
"frontend","@sinonjs/fake-timers","8.1.0","BSD-3-Clause"
"frontend","@surma/rollup-plugin-off-main-thread","2.2.3","Apache-2.0"
"frontend","@svgr/babel-plugin-add-jsx-attribute","5.4.0","MIT"
"frontend","@svgr/babel-plugin-remove-jsx-attribute","5.4.0","MIT"
"frontend","@svgr/babel-plugin-remove-jsx-empty-expression","5.0.1","MIT"
"frontend","@svgr/babel-plugin-replace-jsx-attribute-value","5.0.1","MIT"
"frontend","@svgr/babel-plugin-svg-dynamic-title","5.4.0","MIT"
"frontend","@svgr/babel-plugin-svg-em-dimensions","5.4.0","MIT"
"frontend","@svgr/babel-plugin-transform-react-native-svg","5.4.0","MIT"
"frontend","@svgr/babel-plugin-transform-svg-component","5.5.0","MIT"
"frontend","@svgr/babel-preset","5.5.0","MIT"
"frontend","@svgr/core","5.5.0","MIT"
"frontend","@svgr/hast-util-to-babel-ast","5.5.0","MIT"
"frontend","@svgr/plugin-jsx","5.5.0","MIT"
"frontend","@svgr/plugin-svgo","5.5.0","MIT"
"frontend","@svgr/webpack","5.5.0","MIT"
"frontend","@testing-library/dom","10.4.0","MIT"
"frontend","@testing-library/jest-dom","5.17.0","MIT"
"frontend","@testing-library/jest-dom/node_modules/chalk","3.0.0","MIT"
"frontend","@testing-library/react","13.4.0","MIT"
"frontend","@testing-library/react/node_modules/@testing-library/dom","8.20.1","MIT"
"frontend","@testing-library/react/node_modules/aria-query","5.1.3","Apache-2.0"
"frontend","@testing-library/user-event","13.5.0","MIT"
"frontend","@tootallnate/once","1.1.2","MIT"
"frontend","@trysound/sax","0.2.0","ISC"
"frontend","@types/aria-query","5.0.4","MIT"
"frontend","@types/babel__core","7.20.5","MIT"
"frontend","@types/babel__generator","7.27.0","MIT"
"frontend","@types/babel__template","7.4.4","MIT"
"frontend","@types/babel__traverse","7.20.7","MIT"
"frontend","@types/body-parser","1.19.6","MIT"
"frontend","@types/bonjour","3.5.13","MIT"
"frontend","@types/connect","3.4.38","MIT"
"frontend","@types/connect-history-api-fallback","1.5.4","MIT"
"frontend","@types/eslint","8.56.12","MIT"
"frontend","@types/eslint-scope","3.7.7","MIT"
"frontend","@types/estree","1.0.8","MIT"
"frontend","@types/express","4.17.23","MIT"
"frontend","@types/express-serve-static-core","5.0.7","MIT"
"frontend","@types/express/node_modules/@types/express-serve-static-core","4.19.6","MIT"
"frontend","@types/graceful-fs","4.1.9","MIT"
"frontend","@types/html-minifier-terser","6.1.0","MIT"
"frontend","@types/http-errors","2.0.5","MIT"
"frontend","@types/http-proxy","1.17.16","MIT"
"frontend","@types/istanbul-lib-coverage","2.0.6","MIT"
"frontend","@types/istanbul-lib-report","3.0.3","MIT"
"frontend","@types/istanbul-reports","3.0.4","MIT"
"frontend","@types/jest","30.0.0","MIT"
"frontend","@types/jest/node_modules/ansi-styles","5.2.0","MIT"
"frontend","@types/jest/node_modules/pretty-format","30.0.2","MIT"
"frontend","@types/jest/node_modules/react-is","18.3.1","MIT"
"frontend","@types/json-schema","7.0.15","MIT"
"frontend","@types/json5","0.0.29","MIT"
"frontend","@types/mime","1.3.5","MIT"
"frontend","@types/node","24.0.13","MIT"
"frontend","@types/node-forge","1.3.13","MIT"
"frontend","@types/parse-json","4.0.2","MIT"
"frontend","@types/prettier","2.7.3","MIT"
"frontend","@types/prop-types","15.7.15","MIT"
"frontend","@types/q","1.5.8","MIT"
"frontend","@types/qs","6.14.0","MIT"
"frontend","@types/raf","3.4.3","MIT"
"frontend","@types/range-parser","1.2.7","MIT"
"frontend","@types/react","18.3.23","MIT"
"frontend","@types/react-dom","18.3.7","MIT"
"frontend","@types/resolve","1.17.1","MIT"
"frontend","@types/retry","0.12.0","MIT"
"frontend","@types/semver","7.7.0","MIT"
"frontend","@types/send","0.17.5","MIT"
"frontend","@types/serve-index","1.9.4","MIT"
"frontend","@types/serve-static","1.15.8","MIT"
"frontend","@types/sockjs","0.3.36","MIT"
"frontend","@types/stack-utils","2.0.3","MIT"
"frontend","@types/testing-library__jest-dom","5.14.9","MIT"
"frontend","@types/trusted-types","2.0.7","MIT"
"frontend","@types/ws","8.18.1","MIT"
"frontend","@types/yargs","17.0.33","MIT"
"frontend","@types/yargs-parser","21.0.3","MIT"
"frontend","@typescript-eslint/eslint-plugin","5.62.0","MIT"
"frontend","@typescript-eslint/experimental-utils","5.62.0","MIT"
"frontend","@typescript-eslint/parser","5.62.0","BSD-2-Clause"
"frontend","@typescript-eslint/scope-manager","5.62.0","MIT"
"frontend","@typescript-eslint/type-utils","5.62.0","MIT"
"frontend","@typescript-eslint/types","5.62.0","MIT"
"frontend","@typescript-eslint/typescript-estree","5.62.0","BSD-2-Clause"
"frontend","@typescript-eslint/utils","5.62.0","MIT"
"frontend","@typescript-eslint/utils/node_modules/eslint-scope","5.1.1","BSD-2-Clause"
"frontend","@typescript-eslint/utils/node_modules/estraverse","4.3.0","BSD-2-Clause"
"frontend","@typescript-eslint/visitor-keys","5.62.0","MIT"
"frontend","@ungap/structured-clone","1.3.0","ISC"
"frontend","@webassemblyjs/ast","1.14.1","MIT"
"frontend","@webassemblyjs/floating-point-hex-parser","1.13.2","MIT"
"frontend","@webassemblyjs/helper-api-error","1.13.2","MIT"
"frontend","@webassemblyjs/helper-buffer","1.14.1","MIT"
"frontend","@webassemblyjs/helper-numbers","1.13.2","MIT"
"frontend","@webassemblyjs/helper-wasm-bytecode","1.13.2","MIT"
"frontend","@webassemblyjs/helper-wasm-section","1.14.1","MIT"
"frontend","@webassemblyjs/ieee754","1.13.2","MIT"
"frontend","@webassemblyjs/leb128","1.13.2","Apache-2.0"
"frontend","@webassemblyjs/utf8","1.13.2","MIT"
"frontend","@webassemblyjs/wasm-edit","1.14.1","MIT"
"frontend","@webassemblyjs/wasm-gen","1.14.1","MIT"
"frontend","@webassemblyjs/wasm-opt","1.14.1","MIT"
"frontend","@webassemblyjs/wasm-parser","1.14.1","MIT"
"frontend","@webassemblyjs/wast-printer","1.14.1","MIT"
"frontend","@xtuc/ieee754","1.2.0","BSD-3-Clause"
"frontend","@xtuc/long","4.2.2","Apache-2.0"
"frontend","abab","2.0.6","BSD-3-Clause"
"frontend","accepts","1.3.8","MIT"
"frontend","accepts/node_modules/negotiator","0.6.3","MIT"
"frontend","acorn","8.15.0","MIT"
"frontend","acorn-globals","6.0.0","MIT"
"frontend","acorn-globals/node_modules/acorn","7.4.1","MIT"
"frontend","acorn-import-phases","1.0.3","MIT"
"frontend","acorn-jsx","5.3.2","MIT"
"frontend","acorn-walk","7.2.0","MIT"
"frontend","address","1.2.2","MIT"
"frontend","adjust-sourcemap-loader","4.0.0","MIT"
"frontend","adler-32","1.3.1","Apache-2.0"
"frontend","agent-base","6.0.2","MIT"
"frontend","ajv","6.12.6","MIT"
"frontend","ajv-formats","2.1.1","MIT"
"frontend","ajv-formats/node_modules/ajv","8.17.1","MIT"
"frontend","ajv-formats/node_modules/json-schema-traverse","1.0.0","MIT"
"frontend","ajv-keywords","3.5.2","MIT"
"frontend","ansi-escapes","4.3.2","MIT"
"frontend","ansi-escapes/node_modules/type-fest","0.21.3","(MIT OR CC0-1.0)"
"frontend","ansi-html","0.0.9","Apache-2.0"
"frontend","ansi-html-community","0.0.8","Apache-2.0"
"frontend","ansi-regex","5.0.1","MIT"
"frontend","ansi-styles","4.3.0","MIT"
"frontend","any-promise","1.3.0","MIT"
"frontend","anymatch","3.1.3","ISC"
"frontend","anymatch/node_modules/picomatch","2.3.1","MIT"
"frontend","arg","5.0.2","MIT"
"frontend","argparse","1.0.10","MIT"
"frontend","aria-query","5.3.0","Apache-2.0"
"frontend","array-buffer-byte-length","1.0.2","MIT"
"frontend","array-flatten","1.1.1","MIT"
"frontend","array-includes","3.1.9","MIT"
"frontend","array-union","2.1.0","MIT"
"frontend","array.prototype.findlast","1.2.5","MIT"
"frontend","array.prototype.findlastindex","1.2.6","MIT"
"frontend","array.prototype.flat","1.3.3","MIT"
"frontend","array.prototype.flatmap","1.3.3","MIT"
"frontend","array.prototype.reduce","1.0.8","MIT"
"frontend","array.prototype.tosorted","1.1.4","MIT"
"frontend","arraybuffer.prototype.slice","1.0.4","MIT"
"frontend","asap","2.0.6","MIT"
"frontend","ast-types-flow","0.0.8","MIT"
"frontend","async","3.2.6","MIT"
"frontend","async-function","1.0.0","MIT"
"frontend","asynckit","0.4.0","MIT"
"frontend","at-least-node","1.0.0","ISC"
"frontend","atob","2.1.2","(MIT OR Apache-2.0)"
"frontend","autoprefixer","10.4.21","MIT"
"frontend","available-typed-arrays","1.0.7","MIT"
"frontend","axe-core","4.10.3","MPL-2.0"
"frontend","axios","1.10.0","MIT"
"frontend","axobject-query","4.1.0","Apache-2.0"
"frontend","babel-jest","27.5.1","MIT"
"frontend","babel-jest/node_modules/@jest/types","27.5.1","MIT"
"frontend","babel-jest/node_modules/@types/yargs","16.0.9","MIT"
"frontend","babel-loader","8.4.1","MIT"
"frontend","babel-loader/node_modules/schema-utils","2.7.1","MIT"
"frontend","babel-plugin-istanbul","6.1.1","BSD-3-Clause"
"frontend","babel-plugin-jest-hoist","27.5.1","MIT"
"frontend","babel-plugin-macros","3.1.0","MIT"
"frontend","babel-plugin-named-asset-import","0.3.8","MIT"
"frontend","babel-plugin-polyfill-corejs2","0.4.14","MIT"
"frontend","babel-plugin-polyfill-corejs2/node_modules/semver","6.3.1","ISC"
"frontend","babel-plugin-polyfill-corejs3","0.13.0","MIT"
"frontend","babel-plugin-polyfill-regenerator","0.6.5","MIT"
"frontend","babel-plugin-transform-react-remove-prop-types","0.4.24","MIT"
"frontend","babel-preset-current-node-syntax","1.1.0","MIT"
"frontend","babel-preset-jest","27.5.1","MIT"
"frontend","babel-preset-react-app","10.1.0","MIT"
"frontend","babel-preset-react-app/node_modules/@babel/plugin-proposal-private-property-in-object","7.21.11","MIT"
"frontend","balanced-match","1.0.2","MIT"
"frontend","base64-arraybuffer","1.0.2","MIT"
"frontend","batch","0.6.1","MIT"
"frontend","bfj","7.1.0","MIT"
"frontend","big.js","5.2.2","MIT"
"frontend","binary-extensions","2.3.0","MIT"
"frontend","bluebird","3.7.2","MIT"
"frontend","body-parser","1.20.3","MIT"
"frontend","body-parser/node_modules/debug","2.6.9","MIT"
"frontend","body-parser/node_modules/iconv-lite","0.4.24","MIT"
"frontend","body-parser/node_modules/ms","2.0.0","MIT"
"frontend","bonjour-service","1.3.0","MIT"
"frontend","boolbase","1.0.0","ISC"
"frontend","brace-expansion","1.1.12","MIT"
"frontend","braces","3.0.3","MIT"
"frontend","browser-process-hrtime","1.0.0","BSD-2-Clause"
"frontend","browserslist","4.25.1","MIT"
"frontend","bser","2.1.1","Apache-2.0"
"frontend","btoa","1.2.1","(MIT OR Apache-2.0)"
"frontend","buffer-from","1.1.2","MIT"
"frontend","builtin-modules","3.3.0","MIT"
"frontend","bytes","3.1.2","MIT"
"frontend","call-bind","1.0.8","MIT"
"frontend","call-bind-apply-helpers","1.0.2","MIT"
"frontend","call-bound","1.0.4","MIT"
"frontend","callsites","3.1.0","MIT"
"frontend","camel-case","4.1.2","MIT"
"frontend","camelcase","6.3.0","MIT"
"frontend","camelcase-css","2.0.1","MIT"
"frontend","caniuse-api","3.0.0","MIT"
"frontend","caniuse-lite","1.0.30001727","CC-BY-4.0"
"frontend","canvg","3.0.11","MIT"
"frontend","case-sensitive-paths-webpack-plugin","2.4.0","MIT"
"frontend","cfb","1.2.2","Apache-2.0"
"frontend","chalk","4.1.2","MIT"
"frontend","char-regex","1.0.2","MIT"
"frontend","check-types","11.2.3","MIT"
"frontend","chokidar","3.6.0","MIT"
"frontend","chokidar/node_modules/glob-parent","5.1.2","ISC"
"frontend","chrome-trace-event","1.0.4","MIT"
"frontend","ci-info","4.3.0","MIT"
"frontend","cjs-module-lexer","1.4.3","MIT"
"frontend","clean-css","5.3.3","MIT"
"frontend","clean-css/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","cliui","7.0.4","ISC"
"frontend","co","4.6.0","MIT"
"frontend","coa","2.0.2","MIT"
"frontend","coa/node_modules/ansi-styles","3.2.1","MIT"
"frontend","coa/node_modules/chalk","2.4.2","MIT"
"frontend","coa/node_modules/color-convert","1.9.3","MIT"
"frontend","coa/node_modules/color-name","1.1.3","MIT"
"frontend","coa/node_modules/escape-string-regexp","1.0.5","MIT"
"frontend","coa/node_modules/has-flag","3.0.0","MIT"
"frontend","coa/node_modules/supports-color","5.5.0","MIT"
"frontend","codepage","1.15.0","Apache-2.0"
"frontend","collect-v8-coverage","1.0.2","MIT"
"frontend","color-convert","2.0.1","MIT"
"frontend","color-name","1.1.4","MIT"
"frontend","colord","2.9.3","MIT"
"frontend","colorette","2.0.20","MIT"
"frontend","combined-stream","1.0.8","MIT"
"frontend","commander","8.3.0","MIT"
"frontend","common-tags","1.8.2","MIT"
"frontend","commondir","1.0.1","MIT"
"frontend","compressible","2.0.18","MIT"
"frontend","compression","1.8.0","MIT"
"frontend","compression/node_modules/debug","2.6.9","MIT"
"frontend","compression/node_modules/ms","2.0.0","MIT"
"frontend","concat-map","0.0.1","MIT"
"frontend","confusing-browser-globals","1.0.11","MIT"
"frontend","connect-history-api-fallback","2.0.0","MIT"
"frontend","content-disposition","0.5.4","MIT"
"frontend","content-type","1.0.5","MIT"
"frontend","convert-source-map","2.0.0","MIT"
"frontend","cookie","0.7.1","MIT"
"frontend","cookie-signature","1.0.6","MIT"
"frontend","core-js","3.44.0","MIT"
"frontend","core-js-compat","3.44.0","MIT"
"frontend","core-js-pure","3.44.0","MIT"
"frontend","core-util-is","1.0.3","MIT"
"frontend","cosmiconfig","7.1.0","MIT"
"frontend","crc-32","1.2.2","Apache-2.0"
"frontend","cross-spawn","7.0.6","MIT"
"frontend","crypto-random-string","2.0.0","MIT"
"frontend","css-blank-pseudo","3.0.3","CC0-1.0"
"frontend","css-declaration-sorter","6.4.1","ISC"
"frontend","css-has-pseudo","3.0.4","CC0-1.0"
"frontend","css-line-break","2.1.0","MIT"
"frontend","css-loader","6.11.0","MIT"
"frontend","css-minimizer-webpack-plugin","3.4.1","MIT"
"frontend","css-minimizer-webpack-plugin/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","css-prefers-color-scheme","6.0.3","CC0-1.0"
"frontend","css-select","4.3.0","BSD-2-Clause"
"frontend","css-select-base-adapter","0.1.1","MIT"
"frontend","css-tree","1.0.0-alpha.37","MIT"
"frontend","css-tree/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","css-what","6.2.2","BSD-2-Clause"
"frontend","css.escape","1.5.1","MIT"
"frontend","cssdb","7.11.2","CC0-1.0"
"frontend","cssesc","3.0.0","MIT"
"frontend","cssnano","5.1.15","MIT"
"frontend","cssnano-preset-default","5.2.14","MIT"
"frontend","cssnano-utils","3.1.0","MIT"
"frontend","csso","4.2.0","MIT"
"frontend","csso/node_modules/css-tree","1.1.3","MIT"
"frontend","csso/node_modules/mdn-data","2.0.14","CC0-1.0"
"frontend","csso/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","cssom","0.4.4","MIT"
"frontend","cssstyle","2.3.0","MIT"
"frontend","cssstyle/node_modules/cssom","0.3.8","MIT"
"frontend","csstype","3.1.3","MIT"
"frontend","damerau-levenshtein","1.0.8","BSD-2-Clause"
"frontend","data-urls","2.0.0","MIT"
"frontend","data-view-buffer","1.0.2","MIT"
"frontend","data-view-byte-length","1.0.2","MIT"
"frontend","data-view-byte-offset","1.0.1","MIT"
"frontend","debug","4.4.1","MIT"
"frontend","decimal.js","10.6.0","MIT"
"frontend","dedent","0.7.0","MIT"
"frontend","deep-equal","2.2.3","MIT"
"frontend","deep-is","0.1.4","MIT"
"frontend","deepmerge","4.3.1","MIT"
"frontend","default-gateway","6.0.3","BSD-2-Clause"
"frontend","define-data-property","1.1.4","MIT"
"frontend","define-lazy-prop","2.0.0","MIT"
"frontend","define-properties","1.2.1","MIT"
"frontend","delayed-stream","1.0.0","MIT"
"frontend","depd","2.0.0","MIT"
"frontend","dequal","2.0.3","MIT"
"frontend","destroy","1.2.0","MIT"
"frontend","detect-newline","3.1.0","MIT"
"frontend","detect-node","2.1.0","MIT"
"frontend","detect-port-alt","1.1.6","MIT"
"frontend","detect-port-alt/node_modules/debug","2.6.9","MIT"
"frontend","detect-port-alt/node_modules/ms","2.0.0","MIT"
"frontend","didyoumean","1.2.2","Apache-2.0"
"frontend","diff-sequences","27.5.1","MIT"
"frontend","dir-glob","3.0.1","MIT"
"frontend","dlv","1.1.3","MIT"
"frontend","dns-packet","5.6.1","MIT"
"frontend","doctrine","3.0.0","Apache-2.0"
"frontend","dom-accessibility-api","0.5.16","MIT"
"frontend","dom-converter","0.2.0","MIT"
"frontend","dom-serializer","1.4.1","MIT"
"frontend","domelementtype","2.3.0","BSD-2-Clause"
"frontend","domexception","2.0.1","MIT"
"frontend","domexception/node_modules/webidl-conversions","5.0.0","BSD-2-Clause"
"frontend","domhandler","4.3.1","BSD-2-Clause"
"frontend","dompurify","2.5.9","(MPL-2.0 OR Apache-2.0)"
"frontend","domutils","2.8.0","BSD-2-Clause"
"frontend","dot-case","3.0.4","MIT"
"frontend","dotenv","10.0.0","BSD-2-Clause"
"frontend","dotenv-expand","5.1.0","BSD-2-Clause"
"frontend","dunder-proto","1.0.1","MIT"
"frontend","duplexer","0.1.2","MIT"
"frontend","eastasianwidth","0.2.0","MIT"
"frontend","ee-first","1.1.1","MIT"
"frontend","ejs","3.1.10","Apache-2.0"
"frontend","electron-to-chromium","1.5.182","ISC"
"frontend","emittery","0.8.1","MIT"
"frontend","emoji-regex","9.2.2","MIT"
"frontend","emojis-list","3.0.0","MIT"
"frontend","encodeurl","2.0.0","MIT"
"frontend","enhanced-resolve","5.18.2","MIT"
"frontend","entities","2.2.0","BSD-2-Clause"
"frontend","error-ex","1.3.2","MIT"
"frontend","error-stack-parser","2.1.4","MIT"
"frontend","es-abstract","1.24.0","MIT"
"frontend","es-array-method-boxes-properly","1.0.0","MIT"
"frontend","es-define-property","1.0.1","MIT"
"frontend","es-errors","1.3.0","MIT"
"frontend","es-get-iterator","1.1.3","MIT"
"frontend","es-iterator-helpers","1.2.1","MIT"
"frontend","es-module-lexer","1.7.0","MIT"
"frontend","es-object-atoms","1.1.1","MIT"
"frontend","es-set-tostringtag","2.1.0","MIT"
"frontend","es-shim-unscopables","1.1.0","MIT"
"frontend","es-to-primitive","1.3.0","MIT"
"frontend","escalade","3.2.0","MIT"
"frontend","escape-html","1.0.3","MIT"
"frontend","escape-string-regexp","4.0.0","MIT"
"frontend","escodegen","2.1.0","BSD-2-Clause"
"frontend","escodegen/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","eslint","8.57.1","MIT"
"frontend","eslint-config-react-app","7.0.1","MIT"
"frontend","eslint-import-resolver-node","0.3.9","MIT"
"frontend","eslint-import-resolver-node/node_modules/debug","3.2.7","MIT"
"frontend","eslint-module-utils","2.12.1","MIT"
"frontend","eslint-module-utils/node_modules/debug","3.2.7","MIT"
"frontend","eslint-plugin-flowtype","8.0.3","BSD-3-Clause"
"frontend","eslint-plugin-import","2.32.0","MIT"
"frontend","eslint-plugin-import/node_modules/debug","3.2.7","MIT"
"frontend","eslint-plugin-import/node_modules/doctrine","2.1.0","Apache-2.0"
"frontend","eslint-plugin-import/node_modules/semver","6.3.1","ISC"
"frontend","eslint-plugin-jest","25.7.0","MIT"
"frontend","eslint-plugin-jsx-a11y","6.10.2","MIT"
"frontend","eslint-plugin-jsx-a11y/node_modules/aria-query","5.3.2","Apache-2.0"
"frontend","eslint-plugin-react","7.37.5","MIT"
"frontend","eslint-plugin-react-hooks","4.6.2","MIT"
"frontend","eslint-plugin-react/node_modules/doctrine","2.1.0","Apache-2.0"
"frontend","eslint-plugin-react/node_modules/resolve","2.0.0-next.5","MIT"
"frontend","eslint-plugin-react/node_modules/semver","6.3.1","ISC"
"frontend","eslint-plugin-testing-library","5.11.1","MIT"
"frontend","eslint-scope","7.2.2","BSD-2-Clause"
"frontend","eslint-visitor-keys","3.4.3","Apache-2.0"
"frontend","eslint-webpack-plugin","3.2.0","MIT"
"frontend","eslint-webpack-plugin/node_modules/jest-worker","28.1.3","MIT"
"frontend","eslint-webpack-plugin/node_modules/supports-color","8.1.1","MIT"
"frontend","eslint/node_modules/argparse","2.0.1","Python-2.0"
"frontend","eslint/node_modules/find-up","5.0.0","MIT"
"frontend","eslint/node_modules/js-yaml","4.1.0","MIT"
"frontend","eslint/node_modules/locate-path","6.0.0","MIT"
"frontend","eslint/node_modules/p-limit","3.1.0","MIT"
"frontend","eslint/node_modules/p-locate","5.0.0","MIT"
"frontend","espree","9.6.1","BSD-2-Clause"
"frontend","esprima","4.0.1","BSD-2-Clause"
"frontend","esquery","1.6.0","BSD-3-Clause"
"frontend","esrecurse","4.3.0","BSD-2-Clause"
"frontend","estraverse","5.3.0","BSD-2-Clause"
"frontend","estree-walker","1.0.1","MIT"
"frontend","esutils","2.0.3","BSD-2-Clause"
"frontend","etag","1.8.1","MIT"
"frontend","eventemitter3","4.0.7","MIT"
"frontend","events","3.3.0","MIT"
"frontend","execa","5.1.1","MIT"
"frontend","exit","0.1.2","UNKNOWN"
"frontend","expect","30.0.4","MIT"
"frontend","express","4.21.2","MIT"
"frontend","express/node_modules/debug","2.6.9","MIT"
"frontend","express/node_modules/ms","2.0.0","MIT"
"frontend","fast-deep-equal","3.1.3","MIT"
"frontend","fast-glob","3.3.3","MIT"
"frontend","fast-glob/node_modules/glob-parent","5.1.2","ISC"
"frontend","fast-json-stable-stringify","2.1.0","MIT"
"frontend","fast-levenshtein","2.0.6","MIT"
"frontend","fast-uri","3.0.6","BSD-3-Clause"
"frontend","fastq","1.19.1","ISC"
"frontend","faye-websocket","0.11.4","Apache-2.0"
"frontend","fb-watchman","2.0.2","Apache-2.0"
"frontend","fflate","0.8.2","MIT"
"frontend","file-entry-cache","6.0.1","MIT"
"frontend","file-loader","6.2.0","MIT"
"frontend","file-loader/node_modules/schema-utils","3.3.0","MIT"
"frontend","filelist","1.0.4","Apache-2.0"
"frontend","filelist/node_modules/brace-expansion","2.0.2","MIT"
"frontend","filelist/node_modules/minimatch","5.1.6","ISC"
"frontend","filesize","8.0.7","BSD-3-Clause"
"frontend","fill-range","7.1.1","MIT"
"frontend","finalhandler","1.3.1","MIT"
"frontend","finalhandler/node_modules/debug","2.6.9","MIT"
"frontend","finalhandler/node_modules/ms","2.0.0","MIT"
"frontend","find-cache-dir","3.3.2","MIT"
"frontend","find-up","4.1.0","MIT"
"frontend","flat-cache","3.2.0","MIT"
"frontend","flatted","3.3.3","ISC"
"frontend","follow-redirects","1.15.9","MIT"
"frontend","for-each","0.3.5","MIT"
"frontend","foreground-child","3.3.1","ISC"
"frontend","foreground-child/node_modules/signal-exit","4.1.0","ISC"
"frontend","fork-ts-checker-webpack-plugin","6.5.3","MIT"
"frontend","fork-ts-checker-webpack-plugin/node_modules/cosmiconfig","6.0.0","MIT"
"frontend","fork-ts-checker-webpack-plugin/node_modules/fs-extra","9.1.0","MIT"
"frontend","fork-ts-checker-webpack-plugin/node_modules/schema-utils","2.7.0","MIT"
"frontend","fork-ts-checker-webpack-plugin/node_modules/tapable","1.1.3","MIT"
"frontend","form-data","4.0.3","MIT"
"frontend","forwarded","0.2.0","MIT"
"frontend","frac","1.1.2","Apache-2.0"
"frontend","fraction.js","4.3.7","MIT"
"frontend","fresh","0.5.2","MIT"
"frontend","fs-extra","10.1.0","MIT"
"frontend","fs-monkey","1.0.6","Unlicense"
