scope,package,version,license
"frontend","fs.realpath","1.0.0","ISC"
"frontend","fsevents","2.3.3","MIT"
"frontend","function-bind","1.1.2","MIT"
"frontend","function.prototype.name","1.1.8","MIT"
"frontend","functions-have-names","1.2.3","MIT"
"frontend","gensync","1.0.0-beta.2","MIT"
"frontend","get-caller-file","2.0.5","ISC"
"frontend","get-intrinsic","1.3.0","MIT"
"frontend","get-own-enumerable-property-symbols","3.0.2","ISC"
"frontend","get-package-type","0.1.0","MIT"
"frontend","get-proto","1.0.1","MIT"
"frontend","get-stream","6.0.1","MIT"
"frontend","get-symbol-description","1.1.0","MIT"
"frontend","glob","7.2.3","ISC"
"frontend","glob-parent","6.0.2","ISC"
"frontend","glob-to-regexp","0.4.1","BSD-2-Clause"
"frontend","global-modules","2.0.0","MIT"
"frontend","global-prefix","3.0.0","MIT"
"frontend","global-prefix/node_modules/which","1.3.1","ISC"
"frontend","globals","13.24.0","MIT"
"frontend","globalthis","1.0.4","MIT"
"frontend","globby","11.1.0","MIT"
"frontend","gopd","1.2.0","MIT"
"frontend","graceful-fs","4.2.11","ISC"
"frontend","graphemer","1.4.0","MIT"
"frontend","gzip-size","6.0.0","MIT"
"frontend","handle-thing","2.0.1","MIT"
"frontend","harmony-reflect","1.6.2","(Apache-2.0 OR MPL-1.1)"
"frontend","has-bigints","1.1.0","MIT"
"frontend","has-flag","4.0.0","MIT"
"frontend","has-property-descriptors","1.0.2","MIT"
"frontend","has-proto","1.2.0","MIT"
"frontend","has-symbols","1.1.0","MIT"
"frontend","has-tostringtag","1.0.2","MIT"
"frontend","hasown","2.0.2","MIT"
"frontend","he","1.2.0","MIT"
"frontend","hoopy","0.1.4","MIT"
"frontend","hpack.js","2.1.6","MIT"
"frontend","hpack.js/node_modules/isarray","1.0.0","MIT"
"frontend","hpack.js/node_modules/readable-stream","2.3.8","MIT"
"frontend","hpack.js/node_modules/safe-buffer","5.1.2","MIT"
"frontend","hpack.js/node_modules/string_decoder","1.1.1","MIT"
"frontend","html-encoding-sniffer","2.0.1","MIT"
"frontend","html-entities","2.6.0","MIT"
"frontend","html-escaper","2.0.2","MIT"
"frontend","html-minifier-terser","6.1.0","MIT"
"frontend","html-webpack-plugin","5.6.3","MIT"
"frontend","html2canvas","1.4.1","MIT"
"frontend","html5-qrcode","2.3.8","Apache-2.0"
"frontend","htmlparser2","6.1.0","MIT"
"frontend","http-deceiver","1.2.7","MIT"
"frontend","http-errors","2.0.0","MIT"
"frontend","http-parser-js","0.5.10","MIT"
"frontend","http-proxy","1.18.1","MIT"
"frontend","http-proxy-agent","4.0.1","MIT"
"frontend","http-proxy-middleware","2.0.9","MIT"
"frontend","https-proxy-agent","5.0.1","MIT"
"frontend","human-signals","2.1.0","Apache-2.0"
"frontend","iconv-lite","0.6.3","MIT"
"frontend","icss-utils","5.1.0","ISC"
"frontend","idb","7.1.1","ISC"
"frontend","identity-obj-proxy","3.0.0","MIT"
"frontend","ignore","5.3.2","MIT"
"frontend","immer","9.0.21","MIT"
"frontend","import-fresh","3.3.1","MIT"
"frontend","import-fresh/node_modules/resolve-from","4.0.0","MIT"
"frontend","import-local","3.2.0","MIT"
"frontend","imurmurhash","0.1.4","MIT"
"frontend","indent-string","4.0.0","MIT"
"frontend","inflight","1.0.6","ISC"
"frontend","inherits","2.0.4","ISC"
"frontend","ini","1.3.8","ISC"
"frontend","internal-slot","1.1.0","MIT"
"frontend","ipaddr.js","2.2.0","MIT"
"frontend","is-arguments","1.2.0","MIT"
"frontend","is-array-buffer","3.0.5","MIT"
"frontend","is-arrayish","0.2.1","MIT"
"frontend","is-async-function","2.1.1","MIT"
"frontend","is-bigint","1.1.0","MIT"
"frontend","is-binary-path","2.1.0","MIT"
"frontend","is-boolean-object","1.2.2","MIT"
"frontend","is-callable","1.2.7","MIT"
"frontend","is-core-module","2.16.1","MIT"
"frontend","is-data-view","1.0.2","MIT"
"frontend","is-date-object","1.1.0","MIT"
"frontend","is-docker","2.2.1","MIT"
"frontend","is-extglob","2.1.1","MIT"
"frontend","is-finalizationregistry","1.1.1","MIT"
"frontend","is-fullwidth-code-point","3.0.0","MIT"
"frontend","is-generator-fn","2.1.0","MIT"
"frontend","is-generator-function","1.1.0","MIT"
"frontend","is-glob","4.0.3","MIT"
"frontend","is-map","2.0.3","MIT"
"frontend","is-module","1.0.0","MIT"
"frontend","is-negative-zero","2.0.3","MIT"
"frontend","is-number","7.0.0","MIT"
"frontend","is-number-object","1.1.1","MIT"
"frontend","is-obj","1.0.1","MIT"
"frontend","is-path-inside","3.0.3","MIT"
"frontend","is-plain-obj","3.0.0","MIT"
"frontend","is-potential-custom-element-name","1.0.1","MIT"
"frontend","is-regex","1.2.1","MIT"
"frontend","is-regexp","1.0.0","MIT"
"frontend","is-root","2.1.0","MIT"
"frontend","is-set","2.0.3","MIT"
"frontend","is-shared-array-buffer","1.0.4","MIT"
"frontend","is-stream","2.0.1","MIT"
"frontend","is-string","1.1.1","MIT"
"frontend","is-symbol","1.1.1","MIT"
"frontend","is-typed-array","1.1.15","MIT"
"frontend","is-typedarray","1.0.0","MIT"
"frontend","is-weakmap","2.0.2","MIT"
"frontend","is-weakref","1.1.1","MIT"
"frontend","is-weakset","2.0.4","MIT"
"frontend","is-wsl","2.2.0","MIT"
"frontend","isarray","2.0.5","MIT"
"frontend","isexe","2.0.0","ISC"
"frontend","istanbul-lib-coverage","3.2.2","BSD-3-Clause"
"frontend","istanbul-lib-instrument","5.2.1","BSD-3-Clause"
"frontend","istanbul-lib-instrument/node_modules/semver","6.3.1","ISC"
"frontend","istanbul-lib-report","3.0.1","BSD-3-Clause"
"frontend","istanbul-lib-report/node_modules/make-dir","4.0.0","MIT"
"frontend","istanbul-lib-source-maps","4.0.1","BSD-3-Clause"
"frontend","istanbul-lib-source-maps/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","istanbul-reports","3.1.7","BSD-3-Clause"
"frontend","iterator.prototype","1.1.5","MIT"
"frontend","jackspeak","3.4.3","BlueOak-1.0.0"
"frontend","jake","10.9.2","Apache-2.0"
"frontend","jest","27.5.1","MIT"
"frontend","jest-changed-files","27.5.1","MIT"
"frontend","jest-changed-files/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-changed-files/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-circus","27.5.1","MIT"
"frontend","jest-circus/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-circus/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-circus/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-circus/node_modules/expect","27.5.1","MIT"
"frontend","jest-circus/node_modules/jest-diff","27.5.1","MIT"
"frontend","jest-circus/node_modules/jest-matcher-utils","27.5.1","MIT"
"frontend","jest-circus/node_modules/jest-message-util","27.5.1","MIT"
"frontend","jest-circus/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-circus/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-cli","27.5.1","MIT"
"frontend","jest-cli/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-cli/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-cli/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-cli/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-cli/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-config","27.5.1","MIT"
"frontend","jest-config/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-config/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-config/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-config/node_modules/jest-regex-util","27.5.1","MIT"
"frontend","jest-config/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-config/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-diff","30.0.4","MIT"
"frontend","jest-diff/node_modules/ansi-styles","5.2.0","MIT"
"frontend","jest-diff/node_modules/pretty-format","30.0.2","MIT"
"frontend","jest-diff/node_modules/react-is","18.3.1","MIT"
"frontend","jest-docblock","27.5.1","MIT"
"frontend","jest-each","27.5.1","MIT"
"frontend","jest-each/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-each/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-each/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-each/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-each/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-environment-jsdom","27.5.1","MIT"
"frontend","jest-environment-jsdom/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-environment-jsdom/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-environment-jsdom/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-environment-jsdom/node_modules/jest-mock","27.5.1","MIT"
"frontend","jest-environment-jsdom/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-environment-jsdom/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-environment-node","27.5.1","MIT"
"frontend","jest-environment-node/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-environment-node/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-environment-node/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-environment-node/node_modules/jest-mock","27.5.1","MIT"
"frontend","jest-environment-node/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-environment-node/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-get-type","27.5.1","MIT"
"frontend","jest-haste-map","27.5.1","MIT"
"frontend","jest-haste-map/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-haste-map/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-haste-map/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-haste-map/node_modules/jest-regex-util","27.5.1","MIT"
"frontend","jest-haste-map/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-haste-map/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-jasmine2","27.5.1","MIT"
"frontend","jest-jasmine2/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-jasmine2/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-jasmine2/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-jasmine2/node_modules/expect","27.5.1","MIT"
"frontend","jest-jasmine2/node_modules/jest-diff","27.5.1","MIT"
"frontend","jest-jasmine2/node_modules/jest-matcher-utils","27.5.1","MIT"
"frontend","jest-jasmine2/node_modules/jest-message-util","27.5.1","MIT"
"frontend","jest-jasmine2/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-jasmine2/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-leak-detector","27.5.1","MIT"
"frontend","jest-matcher-utils","30.0.4","MIT"
"frontend","jest-matcher-utils/node_modules/ansi-styles","5.2.0","MIT"
"frontend","jest-matcher-utils/node_modules/pretty-format","30.0.2","MIT"
"frontend","jest-matcher-utils/node_modules/react-is","18.3.1","MIT"
"frontend","jest-message-util","30.0.2","MIT"
"frontend","jest-message-util/node_modules/ansi-styles","5.2.0","MIT"
"frontend","jest-message-util/node_modules/pretty-format","30.0.2","MIT"
"frontend","jest-message-util/node_modules/react-is","18.3.1","MIT"
"frontend","jest-mock","30.0.2","MIT"
"frontend","jest-pnp-resolver","1.2.3","MIT"
"frontend","jest-regex-util","30.0.1","MIT"
"frontend","jest-resolve","27.5.1","MIT"
"frontend","jest-resolve-dependencies","27.5.1","MIT"
"frontend","jest-resolve-dependencies/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-resolve-dependencies/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-resolve-dependencies/node_modules/jest-regex-util","27.5.1","MIT"
"frontend","jest-resolve/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-resolve/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-resolve/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-resolve/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-resolve/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-runner","27.5.1","MIT"
"frontend","jest-runner/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-runner/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-runner/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-runner/node_modules/jest-message-util","27.5.1","MIT"
"frontend","jest-runner/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-runner/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-runtime","27.5.1","MIT"
"frontend","jest-runtime/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-runtime/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-runtime/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-runtime/node_modules/jest-message-util","27.5.1","MIT"
"frontend","jest-runtime/node_modules/jest-mock","27.5.1","MIT"
"frontend","jest-runtime/node_modules/jest-regex-util","27.5.1","MIT"
"frontend","jest-runtime/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-runtime/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-serializer","27.5.1","MIT"
"frontend","jest-snapshot","27.5.1","MIT"
"frontend","jest-snapshot/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-snapshot/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-snapshot/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-snapshot/node_modules/expect","27.5.1","MIT"
"frontend","jest-snapshot/node_modules/jest-diff","27.5.1","MIT"
"frontend","jest-snapshot/node_modules/jest-matcher-utils","27.5.1","MIT"
"frontend","jest-snapshot/node_modules/jest-message-util","27.5.1","MIT"
"frontend","jest-snapshot/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-snapshot/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-util","30.0.2","MIT"
"frontend","jest-validate","27.5.1","MIT"
"frontend","jest-validate/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-validate/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-watch-typeahead","1.1.0","MIT"
"frontend","jest-watch-typeahead/node_modules/@jest/console","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/@jest/console/node_modules/slash","3.0.0","MIT"
"frontend","jest-watch-typeahead/node_modules/@jest/schemas","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/@jest/test-result","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/@jest/types","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/@sinclair/typebox","0.24.51","MIT"
"frontend","jest-watch-typeahead/node_modules/ansi-styles","5.2.0","MIT"
"frontend","jest-watch-typeahead/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-watch-typeahead/node_modules/emittery","0.10.2","MIT"
"frontend","jest-watch-typeahead/node_modules/jest-message-util","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/jest-message-util/node_modules/slash","3.0.0","MIT"
"frontend","jest-watch-typeahead/node_modules/jest-regex-util","28.0.2","MIT"
"frontend","jest-watch-typeahead/node_modules/jest-util","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/jest-watcher","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/jest-watcher/node_modules/string-length","4.0.2","MIT"
"frontend","jest-watch-typeahead/node_modules/jest-watcher/node_modules/strip-ansi","6.0.1","MIT"
"frontend","jest-watch-typeahead/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-watch-typeahead/node_modules/pretty-format","28.1.3","MIT"
"frontend","jest-watch-typeahead/node_modules/react-is","18.3.1","MIT"
"frontend","jest-watch-typeahead/node_modules/slash","4.0.0","MIT"
"frontend","jest-watch-typeahead/node_modules/string-length","5.0.1","MIT"
"frontend","jest-watch-typeahead/node_modules/string-length/node_modules/char-regex","2.0.2","MIT"
"frontend","jest-watch-typeahead/node_modules/strip-ansi","7.1.0","MIT"
"frontend","jest-watch-typeahead/node_modules/strip-ansi/node_modules/ansi-regex","6.1.0","MIT"
"frontend","jest-watcher","27.5.1","MIT"
"frontend","jest-watcher/node_modules/@jest/types","27.5.1","MIT"
"frontend","jest-watcher/node_modules/@types/yargs","16.0.9","MIT"
"frontend","jest-watcher/node_modules/ci-info","3.9.0","MIT"
"frontend","jest-watcher/node_modules/jest-util","27.5.1","MIT"
"frontend","jest-watcher/node_modules/picomatch","2.3.1","MIT"
"frontend","jest-worker","27.5.1","MIT"
"frontend","jest-worker/node_modules/supports-color","8.1.1","MIT"
"frontend","jiti","1.21.7","MIT"
"frontend","js-tokens","4.0.0","MIT"
"frontend","js-yaml","3.14.1","MIT"
"frontend","jsdom","16.7.0","MIT"
"frontend","jsdom/node_modules/form-data","3.0.3","MIT"
"frontend","jsesc","3.1.0","MIT"
"frontend","json-buffer","3.0.1","MIT"
"frontend","json-parse-even-better-errors","2.3.1","MIT"
"frontend","json-schema","0.4.0","(AFL-2.1 OR BSD-3-Clause)"
"frontend","json-schema-traverse","0.4.1","MIT"
"frontend","json-stable-stringify-without-jsonify","1.0.1","MIT"
"frontend","json5","2.2.3","MIT"
"frontend","jsonfile","6.1.0","MIT"
"frontend","jsonpath","1.1.1","MIT"
"frontend","jsonpath/node_modules/esprima","1.2.2","UNKNOWN"
"frontend","jsonpointer","5.0.1","MIT"
"frontend","jspdf","2.5.2","MIT"
"frontend","jspdf-autotable","3.8.4","MIT"
"frontend","jsx-ast-utils","3.3.5","MIT"
"frontend","keyv","4.5.4","MIT"
"frontend","kind-of","6.0.3","MIT"
"frontend","kleur","3.0.3","MIT"
"frontend","klona","2.0.6","MIT"
"frontend","language-subtag-registry","0.3.23","CC0-1.0"
"frontend","language-tags","1.0.9","MIT"
"frontend","launch-editor","2.10.0","MIT"
"frontend","leven","3.1.0","MIT"
"frontend","levn","0.4.1","MIT"
"frontend","lilconfig","2.1.0","MIT"
"frontend","lines-and-columns","1.2.4","MIT"
"frontend","loader-runner","4.3.0","MIT"
"frontend","loader-utils","2.0.4","MIT"
"frontend","locate-path","5.0.0","MIT"
"frontend","lodash","4.17.21","MIT"
"frontend","lodash.debounce","4.0.8","MIT"
"frontend","lodash.memoize","4.1.2","MIT"
"frontend","lodash.merge","4.6.2","MIT"
"frontend","lodash.sortby","4.7.0","MIT"
"frontend","lodash.uniq","4.5.0","MIT"
"frontend","loose-envify","1.4.0","MIT"
"frontend","lower-case","2.0.2","MIT"
"frontend","lru-cache","5.1.1","ISC"
"frontend","lz-string","1.5.0","MIT"
"frontend","magic-string","0.25.9","MIT"
"frontend","make-dir","3.1.0","MIT"
"frontend","make-dir/node_modules/semver","6.3.1","ISC"
"frontend","makeerror","1.0.12","BSD-3-Clause"
"frontend","math-intrinsics","1.1.0","MIT"
"frontend","mdn-data","2.0.4","CC0-1.0"
"frontend","media-typer","0.3.0","MIT"
"frontend","memfs","3.5.3","Unlicense"
"frontend","merge-descriptors","1.0.3","MIT"
"frontend","merge-stream","2.0.0","MIT"
"frontend","merge2","1.4.1","MIT"
"frontend","methods","1.1.2","MIT"
"frontend","micromatch","4.0.8","MIT"
"frontend","micromatch/node_modules/picomatch","2.3.1","MIT"
"frontend","mime","1.6.0","MIT"
"frontend","mime-db","1.52.0","MIT"
"frontend","mime-types","2.1.35","MIT"
"frontend","mimic-fn","2.1.0","MIT"
"frontend","min-indent","1.0.1","MIT"
"frontend","mini-css-extract-plugin","2.9.2","MIT"
"frontend","minimalistic-assert","1.0.1","ISC"
"frontend","minimatch","3.1.2","ISC"
"frontend","minimist","1.2.8","MIT"
"frontend","minipass","7.1.2","ISC"
"frontend","mkdirp","0.5.6","MIT"
"frontend","ms","2.1.3","MIT"
"frontend","multicast-dns","7.2.5","MIT"
"frontend","mz","2.7.0","MIT"
"frontend","nanoid","3.3.11","MIT"
"frontend","natural-compare","1.4.0","MIT"
"frontend","natural-compare-lite","1.4.0","MIT"
"frontend","negotiator","0.6.4","MIT"
"frontend","neo-async","2.6.2","MIT"
"frontend","no-case","3.0.4","MIT"
"frontend","node-forge","1.3.1","(BSD-3-Clause OR GPL-2.0)"
"frontend","node-int64","0.4.0","MIT"
"frontend","node-releases","2.0.19","MIT"
"frontend","normalize-path","3.0.0","MIT"
"frontend","normalize-range","0.1.2","MIT"
"frontend","normalize-url","6.1.0","MIT"
"frontend","npm-run-path","4.0.1","MIT"
"frontend","nth-check","2.1.1","BSD-2-Clause"
"frontend","nwsapi","2.2.20","MIT"
"frontend","object-assign","4.1.1","MIT"
"frontend","object-hash","3.0.0","MIT"
"frontend","object-inspect","1.13.4","MIT"
"frontend","object-is","1.1.6","MIT"
"frontend","object-keys","1.1.1","MIT"
"frontend","object.assign","4.1.7","MIT"
"frontend","object.entries","1.1.9","MIT"
"frontend","object.fromentries","2.0.8","MIT"
"frontend","object.getownpropertydescriptors","2.1.8","MIT"
"frontend","object.groupby","1.0.3","MIT"
"frontend","object.values","1.2.1","MIT"
"frontend","obuf","1.1.2","MIT"
"frontend","on-finished","2.4.1","MIT"
"frontend","on-headers","1.0.2","MIT"
"frontend","once","1.4.0","ISC"
"frontend","onetime","5.1.2","MIT"
"frontend","open","8.4.2","MIT"
"frontend","optionator","0.9.4","MIT"
"frontend","own-keys","1.0.1","MIT"
"frontend","p-limit","2.3.0","MIT"
"frontend","p-locate","4.1.0","MIT"
"frontend","p-retry","4.6.2","MIT"
"frontend","p-try","2.2.0","MIT"
"frontend","package-json-from-dist","1.0.1","BlueOak-1.0.0"
"frontend","param-case","3.0.4","MIT"
"frontend","parent-module","1.0.1","MIT"
"frontend","parse-json","5.2.0","MIT"
"frontend","parse5","6.0.1","MIT"
"frontend","parseurl","1.3.3","MIT"
"frontend","pascal-case","3.1.2","MIT"
"frontend","path-exists","4.0.0","MIT"
"frontend","path-is-absolute","1.0.1","MIT"
"frontend","path-key","3.1.1","MIT"
"frontend","path-parse","1.0.7","MIT"
"frontend","path-scurry","1.11.1","BlueOak-1.0.0"
"frontend","path-scurry/node_modules/lru-cache","10.4.3","ISC"
"frontend","path-to-regexp","0.1.12","MIT"
"frontend","path-type","4.0.0","MIT"
"frontend","performance-now","2.1.0","MIT"
"frontend","picocolors","1.1.1","ISC"
"frontend","picomatch","4.0.2","MIT"
"frontend","pify","2.3.0","MIT"
"frontend","pirates","4.0.7","MIT"
"frontend","pkg-dir","4.2.0","MIT"
"frontend","pkg-up","3.1.0","MIT"
"frontend","pkg-up/node_modules/find-up","3.0.0","MIT"
"frontend","pkg-up/node_modules/locate-path","3.0.0","MIT"
"frontend","pkg-up/node_modules/p-locate","3.0.0","MIT"
"frontend","pkg-up/node_modules/path-exists","3.0.0","MIT"
"frontend","possible-typed-array-names","1.1.0","MIT"
"frontend","postcss","8.5.6","MIT"
"frontend","postcss-attribute-case-insensitive","5.0.2","MIT"
"frontend","postcss-browser-comments","4.0.0","CC0-1.0"
"frontend","postcss-calc","8.2.4","MIT"
"frontend","postcss-clamp","4.1.0","MIT"
"frontend","postcss-color-functional-notation","4.2.4","CC0-1.0"
"frontend","postcss-color-hex-alpha","8.0.4","MIT"
"frontend","postcss-color-rebeccapurple","7.1.1","CC0-1.0"
"frontend","postcss-colormin","5.3.1","MIT"
"frontend","postcss-convert-values","5.1.3","MIT"
"frontend","postcss-custom-media","8.0.2","MIT"
"frontend","postcss-custom-properties","12.1.11","MIT"
"frontend","postcss-custom-selectors","6.0.3","MIT"
"frontend","postcss-dir-pseudo-class","6.0.5","CC0-1.0"
"frontend","postcss-discard-comments","5.1.2","MIT"
"frontend","postcss-discard-duplicates","5.1.0","MIT"
"frontend","postcss-discard-empty","5.1.1","MIT"
"frontend","postcss-discard-overridden","5.1.0","MIT"
"frontend","postcss-double-position-gradients","3.1.2","CC0-1.0"
"frontend","postcss-env-function","4.0.6","CC0-1.0"
"frontend","postcss-flexbugs-fixes","5.0.2","MIT"
"frontend","postcss-focus-visible","6.0.4","CC0-1.0"
"frontend","postcss-focus-within","5.0.4","CC0-1.0"
"frontend","postcss-font-variant","5.0.0","MIT"
"frontend","postcss-gap-properties","3.0.5","CC0-1.0"
"frontend","postcss-image-set-function","4.0.7","CC0-1.0"
"frontend","postcss-import","15.1.0","MIT"
"frontend","postcss-initial","4.0.1","MIT"
"frontend","postcss-js","4.0.1","MIT"
"frontend","postcss-lab-function","4.2.1","CC0-1.0"
"frontend","postcss-load-config","4.0.2","MIT"
"frontend","postcss-load-config/node_modules/lilconfig","3.1.3","MIT"
"frontend","postcss-load-config/node_modules/yaml","2.8.0","ISC"
"frontend","postcss-loader","6.2.1","MIT"
"frontend","postcss-logical","5.0.4","CC0-1.0"
"frontend","postcss-media-minmax","5.0.0","MIT"
"frontend","postcss-merge-longhand","5.1.7","MIT"
"frontend","postcss-merge-rules","5.1.4","MIT"
"frontend","postcss-minify-font-values","5.1.0","MIT"
"frontend","postcss-minify-gradients","5.1.1","MIT"
"frontend","postcss-minify-params","5.1.4","MIT"
"frontend","postcss-minify-selectors","5.2.1","MIT"
"frontend","postcss-modules-extract-imports","3.1.0","ISC"
"frontend","postcss-modules-local-by-default","4.2.0","MIT"
"frontend","postcss-modules-local-by-default/node_modules/postcss-selector-parser","7.1.0","MIT"
"frontend","postcss-modules-scope","3.2.1","ISC"
"frontend","postcss-modules-scope/node_modules/postcss-selector-parser","7.1.0","MIT"
"frontend","postcss-modules-values","4.0.0","ISC"
"frontend","postcss-nested","6.2.0","MIT"
"frontend","postcss-nesting","10.2.0","CC0-1.0"
"frontend","postcss-normalize","10.0.1","CC0-1.0"
"frontend","postcss-normalize-charset","5.1.0","MIT"
"frontend","postcss-normalize-display-values","5.1.0","MIT"
"frontend","postcss-normalize-positions","5.1.1","MIT"
"frontend","postcss-normalize-repeat-style","5.1.1","MIT"
"frontend","postcss-normalize-string","5.1.0","MIT"
"frontend","postcss-normalize-timing-functions","5.1.0","MIT"
"frontend","postcss-normalize-unicode","5.1.1","MIT"
"frontend","postcss-normalize-url","5.1.0","MIT"
"frontend","postcss-normalize-whitespace","5.1.1","MIT"
"frontend","postcss-opacity-percentage","1.1.3","MIT"
"frontend","postcss-ordered-values","5.1.3","MIT"
"frontend","postcss-overflow-shorthand","3.0.4","CC0-1.0"
"frontend","postcss-page-break","3.0.4","MIT"
"frontend","postcss-place","7.0.5","CC0-1.0"
"frontend","postcss-preset-env","7.8.3","CC0-1.0"
"frontend","postcss-pseudo-class-any-link","7.1.6","CC0-1.0"
"frontend","postcss-reduce-initial","5.1.2","MIT"
"frontend","postcss-reduce-transforms","5.1.0","MIT"
"frontend","postcss-replace-overflow-wrap","4.0.0","MIT"
"frontend","postcss-selector-not","6.0.1","MIT"
"frontend","postcss-selector-parser","6.1.2","MIT"
"frontend","postcss-svgo","5.1.0","MIT"
"frontend","postcss-svgo/node_modules/commander","7.2.0","MIT"
"frontend","postcss-svgo/node_modules/css-tree","1.1.3","MIT"
"frontend","postcss-svgo/node_modules/mdn-data","2.0.14","CC0-1.0"
"frontend","postcss-svgo/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","postcss-svgo/node_modules/svgo","2.8.0","MIT"
"frontend","postcss-unique-selectors","5.1.1","MIT"
"frontend","postcss-value-parser","4.2.0","MIT"
"frontend","prelude-ls","1.2.1","MIT"
"frontend","pretty-bytes","5.6.0","MIT"
"frontend","pretty-error","4.0.0","MIT"
"frontend","pretty-format","27.5.1","MIT"
"frontend","pretty-format/node_modules/ansi-styles","5.2.0","MIT"
"frontend","process-nextick-args","2.0.1","MIT"
"frontend","promise","8.3.0","MIT"
"frontend","prompts","2.4.2","MIT"
"frontend","prop-types","15.8.1","MIT"
"frontend","prop-types/node_modules/react-is","16.13.1","MIT"
"frontend","proxy-addr","2.0.7","MIT"
"frontend","proxy-addr/node_modules/ipaddr.js","1.9.1","MIT"
"frontend","proxy-from-env","1.1.0","MIT"
"frontend","psl","1.15.0","MIT"
"frontend","punycode","2.3.1","MIT"
"frontend","q","1.5.1","MIT"
